invoiceKey,import,partNumberFinal,notes,companyType,companyInvoiceCount,companyActivityCount,companyDominantPartNumber,companyDominantShare,companyCadenceShare,companyAmountTrend,recommendedAction,confidence,matchMode,source,sourceId,invoiceNumber,organization,issueDate,currency,amountContract,amountLocal,milestone,proposedPartNumber,partNumberTemplate,partNumberValues,catalogStatus,partNumberCandidates,trackerRow,trackerExpectedDate,dateGapDays,proposedContractRef,invoiceServiceText,lineMatches,reason
accounting:BT.BIT 110,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689l9v009brt35l7qonnkb,BT.BIT 110,MASERNET GMBH,2021-09-01,EUR,689.50,3402.54,,,,,EMPTY,,,,,,"SERVICII CONFORM CONTRACT 152/07.01.2021 | act additional 2, anexa nr 3 din 02.08.2021 | SERVICII CONFORM CONTRACT 152/07.01.2021 | act additional 2, anexa nr 3 din 02.08.2021",,Organization not found in tracker.
accounting:BT.BIT 112,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms68c24e003apj38rh8n53bu,BT.BIT 112,MASERNET GMBH,2021-10-04,EUR,689.50,3411.58,,,,,EMPTY,,,,,,"SEVICII conform CONTRACT 152/07.01.2021 act additional 2, | anexa nr 3 din 02.08.2021 | SEVICII conform CONTRACT 152/07.01.2021 act additional 2, | anexa nr 3 din 02.08.2021",,Organization not found in tracker.
accounting:BT.BIT 118,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lbq009xrt3551mhbgh2,BT.BIT 118,MASERNET GMBH,2021-11-01,EUR,685.50,3392.47,,,,,EMPTY,,,,,,"SEVICII conform CONTRACT 152/07.01.2021 act additional 2, | anexa nr 3 din 02.08.2021 | SEVICII conform CONTRACT 152/07.01.2021 act additional 2, | anexa nr 3 din 02.08.2021",,Organization not found in tracker.
accounting:BT.BIT 121,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lci00a6rt35j8le7bjg,BT.BIT 121,MASERNET GMBH,2021-12-02,EUR,689.50,3412.34,,,,,EMPTY,,,,,,"SEVICII conform CONTRACT 152/07.01.2021 act aditional 2, | anexa nr 3 din 02.08.2021 | SEVICII conform CONTRACT 152/07.01.2021 act aditional 2, | anexa nr 3 din 02.08.2021",,Organization not found in tracker.
accounting:BT.BIT 130,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689leo00b2rt359ck2u6ux,BT.BIT 130,MASERNET GMBH,2022-01-04,EUR,689.50,3411.23,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021 | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021,,Organization not found in tracker.
accounting:BT.BIT 134,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lfk00bfrt35r588xhd8,BT.BIT 134,MASERNET GMBH,2022-02-03,EUR,689.50,3410.40,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021 | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021,,Organization not found in tracker.
accounting:BT.BIT 138,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lgc00bort3556hc0rdn,BT.BIT 138,MASERNET GMBH,2022-03-03,EUR,689.50,3412.34,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021 | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021,,Organization not found in tracker.
accounting:BT.BIT 141,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lh200bxrt35rwby2vt9,BT.BIT 141,MASERNET GMBH,2022-04-06,EUR,689.50,3408.27,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021 | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021,,Organization not found in tracker.
accounting:BT.BIT 145,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lid00cdrt35vzebkwoy,BT.BIT 145,MASERNET GMBH,2022-05-09,EUR,689.50,3412.34,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021. | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021.,,Organization not found in tracker.
accounting:BT.BIT 148,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689liv00clrt35vp9jy6xp,BT.BIT 148,MASERNET GMBH,2022-06-09,EUR,689.50,3409.99,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021. | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021.,,Organization not found in tracker.
accounting:BT.BIT 151,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689ljf00cwrt353kp79i85,BT.BIT 151,MASERNET GMBH,2022-07-12,EUR,689.50,3408.20,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021. | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021.,,Organization not found in tracker.
accounting:BT.BIT 155,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lke00d8rt35xkgds7ck,BT.BIT 155,MASERNET GMBH,2022-08-08,EUR,689.50,3396.75,,,,,EMPTY,,,,,,SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021. | SERVICII conform CONTRACT 152/07.01.2021 act aditional 2 | anexa nr 3 din 02.08.2021.,,Organization not found in tracker.
accounting:BT.BIT 215,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lyp00idrt3503uk1uvw,BT.BIT 215,MASERNET GMBH,2024-12-10,EUR,2860.00,14216.77,avans,,,,EMPTY,,,,,,Avans conform ACT ADITIONAL NR. 1 DIN 19.11.2024 | la contractul Nr. 176/08.12.2020 | Avans conform ACT ADITIONAL NR. 1 DIN 19.11.2024 | la contractul Nr. 176/08.12.2020,,Organization not found in tracker.
accounting:BT.BIT 218,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689lzd00inrt35w3l2hxap,BT.BIT 218,MASERNET GMBH,2024-12-19,EUR,4290.00,21325.17,storno,,,,EMPTY,,,,,,"Avans conform ACT ADITIONAL NR. 1 DIN 19.11.2024 ACT ADITIONAL NR. 1 DIN 19.11.2024 la contractul Nr. | la contractul Nr. 176/08.12.2020 ( stornare factura 215/10.12.2024 , 2860 uro) | Avans conform ACT ADITIONAL NR. 1 DIN 19.11.2024 | la c",,Organization not found in tracker.
accounting:BT.BIT 478,no,RED-NIS-C-PEN-100,,SMALL,3,2,RED-NIS-C-PEN-100,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,CONTRACT,ron,cms689noj015hrt35o9u6936e,BT.BIT 478,MED-SERV UNITED SRL,2023-05-12,RON,1600.00,7891.84,avans,RED-NIS-C-PEN-100,RED-NIS-C-PEN-<limit>,"{""limit"":""100""}",UNIQUE,RED-NIS-C-PEN-100 | RED-NIS-C-AUDIT-100,837,2023-05-12,0,637/20.04.2023,SERVICII CONFORM CONTRACT 637/20.04.2023 | 1.600 euro+TVA la cursul BNR reprezentand avans | SERVICII CONFORM CONTRACT 637/20.04.2023 | 1.600 euro+TVA la cursul BNR reprezentand avans,,"CONTRACT; contract, date:0d, milestone:avans; company=SMALL; dominant=RED-NIS-C-PEN-100 (50%)"
accounting:BT.BIT 506,no,RED-NIS-C-AUDIT-100,,SMALL,3,2,RED-NIS-C-PEN-100,0.500,0.000,MIXED/UNKNOWN,REVIEW,LOW,CONTRACT,ron,cms689nuz0180rt35xz7jlmnh,BT.BIT 506,MED-SERV UNITED SRL,2023-07-10,RON,1200.00,5941.68,,RED-NIS-C-AUDIT-100,RED-NIS-C-AUDIT-<limit>,"{""limit"":""100""}",UNIQUE,RED-NIS-C-PEN-100 | RED-NIS-C-AUDIT-100,838,2023-08-31,52,637/20.04.2023,SERVICII CONFORM CONTRACT NR. 637/20.04.2023 | 1.200 euro+TVA la cursul BNR | SERVICII CONFORM CONTRACT NR. 637/20.04.2023 | 1.200 euro+TVA la cursul BNR,,"CONTRACT; contract, date:52d; company=SMALL; dominant=RED-NIS-C-PEN-100 (50%)"
accounting:BT.BIT 524,no,RED-NIS-C-PEN-100,,SMALL,3,2,RED-NIS-C-PEN-100,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,CONTRACT,ron,cms689nzc019mrt3572pmwwme,BT.BIT 524,MED-SERV UNITED SRL,2023-08-31,RON,1200.00,5929.44,,RED-NIS-C-PEN-100,RED-NIS-C-PEN-<limit>,"{""limit"":""100""}",UNIQUE,RED-NIS-C-PEN-100 | RED-NIS-C-AUDIT-100,837,2023-08-31,0,637/20.04.2023,SERVICII CONFORM CONTRACT 637/20.04.2023 articolul 3.9.3. | 1.200 euro+TVA la cursul BNR | SERVICII CONFORM CONTRACT 637/20.04.2023 articolul 3.9.3. | 1.200 euro+TVA la cursul BNR,,"CONTRACT; contract, date:0d; company=SMALL; dominant=RED-NIS-C-PEN-100 (50%)"
accounting:BT.BIT 1073,no,BLUE-IR-9,,SMALL,1,1,BLUE-IR-9,1.000,0.000,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,ron,cms689thc0362rt35h91ivtzh,BT.BIT 1073,MEDPLAZA HEALTH S.R.L.,2026-06-10,RON,7700.00,40337.22,,BLUE-IR-9,BLUE-IR-<limit>,"{""limit"":""9""}",UNIQUE,BLUE-IR-9,1590,2026-06-10,0,NR. 403/01.09.2026,SERVICII CONTRACT CADRU DE PRESTARI SERV.Nr 403/01.06.2026 | 7.700 euro+TVA la cursul BNR | SERVICII CONTRACT CADRU DE PRESTARI SERV.Nr 403/01.06.2026 | 7.700 euro+TVA la cursul BNR,,"CONTRACT; contract, date:0d, amount:0.0%; company=SMALL; dominant=BLUE-IR-9 (100%)"
accounting:BT.BIT 191,no,RED-PEN-B-E-B-30,,SMALL,4,3,RED-PEN-B-E-B-30,0.667,0.333,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms689lsv00g9rt3541uog8yw,BT.BIT 191,MEISTERLABS GMBH,2024-05-31,EUR,6750.00,33592.05,,RED-PEN-B-E-B-30,RED-PEN-B-E-B-<limit>,"{""limit"":""30""}",UNIQUE,RED-PEN-B-E-B-30 | RED-PEN-B-E-B-18,1267,2024-05-31,0,293/28.05.2024,Services according to the contract 293/28.05.2024 | Services according to the contract 293/28.05.2024,,"CONTRACT; contract, date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-B-E-B-30 (67%)"
accounting:BT.BIT 195,no,,,SMALL,4,3,RED-PEN-B-E-B-30,0.667,0.333,MIXED/UNKNOWN,SKIP_NO_MATCH,NONE,SOURCE_REUSE_ANOMALY,valuta,cms689ltr00glrt35jae9embx,BT.BIT 195,MEISTERLABS GMBH,2024-07-03,EUR,6750.00,33594.75,,,,,EMPTY,RED-PEN-B-E-B-30 | RED-PEN-B-E-B-18,,,5,,SERVICES ACCORDING TO the contract 293/28.05.2024 DDoS Stress Testing Services (advance) according with ANNEX | SERVICES ACCORDING TO the contract 293/28.05.2024 | DDoS Stress Testing Services (advance) according with ANNEX | 1 - SPECIFIC C,"[{""line"":1,""service"":""SERVICES ACCORDING TO the contract  293/28.05.2024"",""partNumber"":""RED-PEN-B-E-B-30"",""confidence"":""HIGH"",""trackerRow"":1267},{""line"":2,""service"":""DDoS Stress Testing Services (advance) according with ANNEX | 1 - SPECIFIC CYBER SECURITY SERVICES, to FRAMEWORK SERVICE AGREEMENT NO. 394/11.3.2026"",""partNumber"":"""",""confidence"":""NONE"",""trackerRow"":null}]",Quarantined: nr_iesire is reused by multiple organization/date/id_iesire headers inside the same source workbook; production lines may be contaminated.
accounting:BT.BIT 250,no,RED-PEN-B-E-B-30,,SMALL,4,3,RED-PEN-B-E-B-30,0.667,0.333,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms689m6t00lkrt35v1a4eyt2,BT.BIT 250,MEISTERLABS GMBH,2025-08-25,EUR,9000.00,45490.50,,RED-PEN-B-E-B-30,RED-PEN-B-E-B-<limit>,"{""limit"":""30""}",UNIQUE,RED-PEN-B-E-B-30 | RED-PEN-B-E-B-18,1268,2025-08-25,0,293/28.05.2024,Services according Addendum No. 1 | from 30.07.2025 SERVICES AGREEMENT No. 293/28.05.2024 | Services according Addendum No. 1 | from 30.07.2025 SERVICES AGREEMENT No. 293/28.05.2024,,"CONTRACT; contract, date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-B-E-B-30 (67%)"
accounting:BT.R.BIT 204,no,RED-PEN-B-E-B-18,,SMALL,4,3,RED-PEN-B-E-B-30,0.667,0.333,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms689t3i031xrt35nps78i9r,BT.R.BIT 204,MEISTERLABS GMBH,2026-06-19,EUR,9000.00,47105.10,,RED-PEN-B-E-B-18,RED-PEN-B-E-B-<limit>,"{""limit"":""18""}",UNIQUE,RED-PEN-B-E-B-18 | RED-PEN-B-E-B-30,1269,2026-06-19,0,293/28.05.2024,Services accordingly with Addendum | No. 2 from 18.05.2026 SERVICES AGREEMENT No. 293/28.05.2024 | Services accordingly with Addendum | No. 2 from 18.05.2026 SERVICES AGREEMENT No. 293/28.05.2024,,"CONTRACT; contract, date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-B-E-B-30 (67%)"
accounting:BT.BIT 979,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689qtf02d3rt35nrmbkg32,BT.BIT 979,MENDOLA PRO SRL,2025-08-29,RON,425.00,2153.56,,,,,EMPTY,,,,,,Servicii de instalare conform ANEXA 1 | ? SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul cu NR. 1223/13.08.2025 / NR. 352/13.08.2025(425 euro+TVA la cursul BNR) | Servicii de instalare conform ANEXA 1 | ? SERVICII RECURENTE DE S,,Organization not found in tracker.
accounting:BT.R.BIT 26,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689qyw02f3rt35fxw759hz,BT.R.BIT 26,MENDOLA PRO SRL,2025-09-02,RON,344.25,1746.21,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0725 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 53,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689res02ksrt351tcvyfgg,BT.R.BIT 53,MENDOLA PRO SRL,2025-10-20,RON,344.25,1751.85,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0889 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 80,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689rjv02mbrt35z4pr7kvy,BT.R.BIT 80,MENDOLA PRO SRL,2025-11-26,RON,344.25,1751.89,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.089 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURI",,Organization not found in tracker.
accounting:BT.R.BIT 107,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689rvx02phrt35j4yz36ft,BT.R.BIT 107,MENDOLA PRO SRL,2025-12-23,RON,344.25,1751.58,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0881 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 134,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689s2c02rprt35gi6apc0n,BT.R.BIT 134,MENDOLA PRO SRL,2026-01-20,RON,344.25,1752.96,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0921 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 162,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689sg602vcrt351ugtc5yw,BT.R.BIT 162,MENDOLA PRO SRL,2026-02-13,RON,344.25,1753.40,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0934 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 176,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689sot02xxrt35hsczzfq2,BT.R.BIT 176,MENDOLA PRO SRL,2026-03-20,RON,344.25,1754.26,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0959 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 205,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689t3q0320rt354dsvj504,BT.R.BIT 205,MENDOLA PRO SRL,2026-04-29,RON,344.25,1753.51,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.0937 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 234,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689tch034krt354kd0jkld,BT.R.BIT 234,MENDOLA PRO SRL,2026-05-25,RON,344.25,1806.90,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.2488 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.R.BIT 263,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689tmp0378rt35tnwtqro2,BT.R.BIT 263,MENDOLA PRO SRL,2026-06-17,RON,344.25,1800.77,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.231 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURI",,Organization not found in tracker.
accounting:BT.R.BIT 292,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689tvs03a0rt35squxbf0u,BT.R.BIT 292,MENDOLA PRO SRL,2026-07-18,RON,344.25,1804.87,,,,,EMPTY,,,,,,"SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/13.08.2025, 344.25 EUR+TVA la cursul BNR 5.2429 | SERVICII RECURENTE CONFORM ANEXA 1 | SERVICII RECURENTE DE SECUR",,Organization not found in tracker.
accounting:BT.BIT1069,no,RED-VA-E-B-4,,SMALL,1,1,RED-VA-E-B-<4>,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689t9c033irt358f4je27s,BT.BIT1069,MERIDIAN TAXI SRL,2026-05-21,RON,500.00,2617.90,,RED-VA-E-B-4,RED-VA-E-B-<limit>,"{""limit"":""4""}",UNIQUE,RED-VA-E-B-<4>,1587,2026-05-21,0,CONTRACT-CADRU DE PRESTĂRI SERVICII NR. 398 DIN 11.05.2026,Servicii conform ANEXA 1 | ? SERVICII PUNCTUALE DE SECURITATE INFORMATICA LA CONTRACTUL NR. 398 DIN 11.05.2026 | Servicii conform ANEXA 1 | ? SERVICII PUNCTUALE DE SECURITATE INFORMATICA LA CONTRACTUL NR. 398 DIN 11.05.2026,,"PROFILE; date:0d, amount:0.0%; company=SMALL; dominant=RED-VA-E-B-<4> (100%)"
accounting:BT.BIT 773,no,RED-PEN-B-E-B-7,,SMALL,1,1,RED-PEN-B-E-B-7,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689pis01vjrt35ltxene50,BT.BIT 773,METAMINDS S.A.,2024-12-11,RON,5500.00,27326.20,,RED-PEN-B-E-B-7,RED-PEN-B-E-B-<limit>,"{""limit"":""7""}",UNIQUE,RED-PEN-B-E-B-7,1311,2024-12-10,1,MMS2024175 / 26.07.2024,Livrare servicii conform CONTRACT DE PRESTARI SERVICII | Nr. MMS2024175 / 26.07.2024 (5.500 euro+TVA la cursul BNR) | Livrare servicii conform CONTRACT DE PRESTARI SERVICII | Nr. MMS2024175 / 26.07.2024 (5.500 euro+TVA la cursul BNR),,"PROFILE; date:1d, amount:0.0%; company=SMALL; dominant=RED-PEN-B-E-B-7 (100%)"
accounting:BT.BIT 804,no,BLUE-IR-5,,RECURRENT,24,26,BLUE-MDR-C-12,0.923,0.882,STABLE,ACCEPT_CANDIDATE,HIGH,CONTRACT,ron,cms689ppw01y7rt35hscy326f,BT.BIT 804,MILLENIUM PRO DESIGN SRL,2025-01-23,RON,7125.00,35456.13,avans,BLUE-IR-5,BLUE-IR-<limit>,"{""limit"":""5""}",UNIQUE,BLUE-IR-5 | RED-PEN-B-I-B-50,1340,2025-01-23,0,Nr. 325/15.1.2025,Avans SERVICII CONFORM ANEXA 1 | SERVICII DE SECURITATE INFORMATICA DE TIP INVESTIGATIE la CONTRACT-CADRU DE PRESTARI SERVICII Nr. 325/15.1.2025 ( 7125 EURO + TVA la cursul BNR) | Avans SERVICII CONFORM ANEXA 1 | SERVICII DE SECURITATE INFO,,"CONTRACT; contract, date:0d, trend-adjusted-amount:1.000:0.0%, milestone:avans; company=RECURRENT; dominant=BLUE-MDR-C-12 (92%)"
accounting:BT.BIT 805,no,RED-PEN-B-I-B-50,,RECURRENT,24,26,BLUE-MDR-C-12,0.923,0.882,STABLE,ACCEPT_CANDIDATE,HIGH,CONTRACT,ron,cms689pq301yart35si3vtmvp,BT.BIT 805,MILLENIUM PRO DESIGN SRL,2025-01-23,RON,4400.00,21895.72,,RED-PEN-B-I-B-50,RED-PEN-B-I-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-I-B-50 | BLUE-IR-5 | BLUE-MDR-C-12,1341,2025-01-23,0,Nr. 325/15.1.2025,SERVICII CONFORM ANEXA 2 | SERVICII PUNCTUALE DE SECURITATE INFORMATICA la Contract Nr. 325/15.1.2025( 4.400 euro+TVA la cursul BNR) | SERVICII CONFORM ANEXA 2 | SERVICII PUNCTUALE DE SECURITATE INFORMATICA la Contract Nr. 325/15.1.2025( 4.,,"CONTRACT; contract, date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-12 (92%)"
accounting:BT.BIT 839,no,BLUE-IR-5,,RECURRENT,24,26,BLUE-MDR-C-12,0.923,0.882,STABLE,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689px00215rt35w7lpdtj4,BT.BIT 839,MILLENIUM PRO DESIGN SRL,2025-03-12,RON,7125.00,0.00,storno,BLUE-IR-5,BLUE-IR-<limit>,"{""limit"":""5""}",UNIQUE,BLUE-IR-5,1340,2025-01-23,48,Nr. 325/15.1.2025,Avans SERVICII CONFORM ANEXA 1 SERVICII CONFORM ANEXA 1 | SERVICII DE SECURITATE INFORMATICA DE TIP INVESTIGATIE la CONTRACT-CADRU DE PRESTARI SERVICII Nr. 325/15.1.2025 ( 7125 EURO + TVA la cursul BNR) Stornare factura 804 | Avans SERVICII,,Storno mapped to BT.BIT 804; contract=true; amount=true; gap=48d
accounting:BT.BIT 840,no,RED-PEN-B-I-B-50,,RECURRENT,24,26,BLUE-MDR-C-12,0.923,0.882,STABLE,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689px80219rt35cn4hjzz2,BT.BIT 840,MILLENIUM PRO DESIGN SRL,2025-03-12,RON,4400.00,0.00,storno,RED-PEN-B-I-B-50,RED-PEN-B-I-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-I-B-50,1341,2025-01-23,48,Nr. 325/15.1.2025,Avans SERVICII CONFORM ANEXA 2 SERVICII CONFORM ANEXA 2 | SERVICII PUNCTUALE DE SECURITATE INFORMATICA la Contract Nr. 325/15.1.2025( 4.400 euro+TVA la cursul BNR) Stornare factura 805 | Avans SERVICII CONFORM ANEXA 2 | SERVICII PUNCTUALE D,,Storno mapped to BT.BIT 805; contract=true; amount=true; gap=48d
accounting:BT.BIT 841,no,BLUE-IR-5,,RECURRENT,24,26,BLUE-MDR-C-12,0.923,0.882,STABLE,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689pxi021drt35njhz2cs5,BT.BIT 841,MILLENIUM PRO DESIGN SRL,2025-03-14,RON,7125.00,35456.13,storno,BLUE-IR-5,BLUE-IR-<limit>,"{""limit"":""5""}",UNIQUE,BLUE-IR-5,1340,2025-01-23,50,Nr. 325/15.1.2025,Stornare fact.804/23.01.2025 Avans SERVICII CONFORM ANEXA 1 | SERVICII DE SECURITATE INFORMATICA DE TIP INVESTIGATIE la CONTRACT-CADRU DE PRESTARI SERVICII Nr. 325/15.1.2025 ( 7125 EURO + TVA la cursul BNR) | Stornare fact.804/23.01.2025 Av,,Storno mapped to BT.BIT 804; contract=true; amount=true; gap=50d
