invoiceKey,import,partNumberFinal,notes,companyType,companyInvoiceCount,companyActivityCount,companyDominantPartNumber,companyDominantShare,companyCadenceShare,companyAmountTrend,recommendedAction,confidence,matchMode,source,sourceId,invoiceNumber,organization,issueDate,currency,amountContract,amountLocal,milestone,proposedPartNumber,partNumberTemplate,partNumberValues,catalogStatus,partNumberCandidates,trackerRow,trackerExpectedDate,dateGapDays,proposedContractRef,invoiceServiceText,lineMatches,reason
accounting:BT.BIT 868,no,RED-NIS-C-PEN-10,,STANDARD,8,9,RED-NIS-C-PEN-10,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689q3p023mrt35elib584x,BT.BIT 868,FLASHNET S.A.,2025-04-28,RON,4900.00,24389.26,,RED-NIS-C-PEN-10,RED-NIS-C-PEN-<limit>,"{""limit"":""10""}",UNIQUE,RED-NIS-C-PEN-10,1317,2025-04-28,0,NR. 312/8.10.2024,"SERVICII CONFORM CONTRACT PENTRU PRESTAREA DE SERVICII | DE TESTE DE PENETRARE \_NR. 317/30.10.2024, PRIMA ETAPA LA 90 DE ZILE CALENDARISTICE (4.900 euro+TVA la cursul BNR) | SERVICII CONFORM CONTRACT PENTRU PRESTAREA DE SERVICII | DE TESTE",,"PROFILE; date:0d, company-profile:100%; company=STANDARD; dominant=RED-NIS-C-PEN-10 (100%)"
accounting:BT.BIT 947,no,RED-NIS-C-PEN-10,,STANDARD,8,9,RED-NIS-C-PEN-10,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689qll02afrt35rej04j7i,BT.BIT 947,FLASHNET S.A.,2025-07-17,RON,4900.00,24853.78,,RED-NIS-C-PEN-10,RED-NIS-C-PEN-<limit>,"{""limit"":""10""}",UNIQUE,RED-NIS-C-PEN-10,1318,2025-07-17,0,NR. 312/8.10.2024,"SERVICII CONFORM CONTRACT PENTRU PRESTAREA DE SERVICII | DE TESTE DE PENETRARE \\_NR. 317/30.10.2024, ETAPA 3 LA 90 DE ZILE CALENDARISTICE ( 4.900 euro+TVA la cursul BNR) | SERVICII CONFORM CONTRACT PENTRU PRESTAREA DE SERVICII | DE TESTE D",,"PROFILE; date:0d, amount:0.0%, company-profile:100%; company=STANDARD; dominant=RED-NIS-C-PEN-10 (100%)"
accounting:BT.R.BIT 966,no,RED-NIS-C-PEN-10,,STANDARD,8,9,RED-NIS-C-PEN-10,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689rgf02lart35vey17sy0,BT.R.BIT 966,FLASHNET S.A.,2025-10-20,RON,4900.00,24935.61,,RED-NIS-C-PEN-10,RED-NIS-C-PEN-<limit>,"{""limit"":""10""}",UNIQUE,RED-NIS-C-PEN-10,1319,2025-10-20,0,NR. 312/8.10.2024,SERVICII CONFORM CONTRACT NR. 317/30.10.2024 | ULTIMA ETAPA LA 90 DE ZILE CALENDARISTICE( 4.900 euro+TVA la cursul BNR) | SERVICII CONFORM CONTRACT NR. 317/30.10.2024 | ULTIMA ETAPA LA 90 DE ZILE CALENDARISTICE( 4.900 euro+TVA la cursul BNR,,"PROFILE; date:0d, amount:0.0%, company-profile:100%; company=STANDARD; dominant=RED-NIS-C-PEN-10 (100%)"
accounting:BT.BIT 1028,no,RED-NIS-C-PEN-10,,STANDARD,8,9,RED-NIS-C-PEN-10,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689s8f02tbrt35ciq6qe13,BT.BIT 1028,FLASHNET S.A.,2026-02-11,RON,4900.00,24963.05,,RED-NIS-C-PEN-10,RED-NIS-C-PEN-<limit>,"{""limit"":""10""}",UNIQUE,RED-NIS-C-PEN-10,1320,2026-02-11,0,NR. 312/8.10.2024,"SERVICII CONFORM CONTRACT NR. 317/30.10.2024 | ETAPA LA 90 DE ZILE CALENDARISTICE( 4,900 EURO + TVA la cursul BNR) | SERVICII CONFORM CONTRACT NR. 317/30.10.2024 | ETAPA LA 90 DE ZILE CALENDARISTICE( 4,900 EURO + TVA la cursul BNR)",,"PROFILE; date:0d, amount:0.0%, company-profile:100%; company=STANDARD; dominant=RED-NIS-C-PEN-10 (100%)"
accounting:BT.BIT1067,no,RED-NIS-C-PEN-10,,STANDARD,8,9,RED-NIS-C-PEN-10,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689t8h033crt35yk4ttax7,BT.BIT1067,FLASHNET S.A.,2026-04-30,RON,4900.00,24991.96,,RED-NIS-C-PEN-10,RED-NIS-C-PEN-<limit>,"{""limit"":""10""}",UNIQUE,RED-NIS-C-PEN-10,1321,2026-04-30,0,NR. 312/8.10.2024,"SERVICII CONFORM CONTRACT | NR. 317/30.10.2024 ETAPA LA 90 DE ZILE CALENDARISTICE( 4,900 EURO + TVA la cursul BNR) | SERVICII CONFORM CONTRACT | NR. 317/30.10.2024 ETAPA LA 90 DE ZILE CALENDARISTICE( 4,900 EURO + TVA la cursul BNR)",,"PROFILE; date:0d, amount:0.0%, company-profile:100%; company=STANDARD; dominant=RED-NIS-C-PEN-10 (100%)"
accounting:BT.BIT 1083,no,RED-NIS-C-PEN-10,,STANDARD,8,9,RED-NIS-C-PEN-10,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689tsw0393rt353952wx6q,BT.BIT 1083,FLASHNET S.A.,2026-07-18,RON,4900.00,25690.21,,RED-NIS-C-PEN-10,RED-NIS-C-PEN-<limit>,"{""limit"":""10""}",UNIQUE,RED-NIS-C-PEN-10,1322,2026-07-19,1,NR. 312/8.10.2024,"SERVICII CONFORM CONTRACT NR. 317/30.10.2024 | ETAPA LA 90 DE ZILE CALENDARISTICE( 4,900 EURO + TVA la cursul BNR) | SERVICII CONFORM CONTRACT NR. 317/30.10.2024 | ETAPA LA 90 DE ZILE CALENDARISTICE( 4,900 EURO + TVA la cursul BNR)",,"PROFILE; date:1d, amount:0.0%, company-profile:100%; company=STANDARD; dominant=RED-NIS-C-PEN-10 (100%)"
accounting:BT.BIT 808,no,RED-PEN-B-E-B-11,,SMALL,1,1,RED-PEN-B-E-B-11,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689pqp01ykrt35y6afuy99,BT.BIT 808,FOCALITY SRL,2025-01-31,RON,3000.00,14928.30,,RED-PEN-B-E-B-11,RED-PEN-B-E-B-<limit>,"{""limit"":""11""}",UNIQUE,RED-PEN-B-E-B-11,1339,2025-01-31,0,324 din 8.1.2025,Livrabile servicii de securitate informatica | �n conf. cu ACT ADITIONAL NR. 1 DIN 8.1.2025 la contractul Nr. 324/8.1.2025(3.000 euro+TVA la cursul BNR) | Livrabile servicii de securitate informatica | �n conf. cu ACT ADITIONAL NR. 1 DIN 8.,,"PROFILE; date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-B-E-B-11 (100%)"
accounting:BT.BIT 337,no,RED-PEN-B-I-B-50,,SMALL,2,2,RED-PEN-B-I-B-50,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,CONTRACT,ron,cms689mrp00t9rt35napby4b6,BT.BIT 337,FORTECH SRL,2022-04-04,RON,3400.00,16808.58,avans,RED-PEN-B-I-B-50,RED-PEN-B-I-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-I-B-50 | RED-PEN-B-E-B-25,179,2022-04-04,0,217/24.03.2022,SERVICII CONFORM CONTRACT 217/24.03.2022 | 3.400 euro+TVA la cursul BNR reprezentand avans | SERVICII CONFORM CONTRACT 217/24.03.2022 | 3.400 euro+TVA la cursul BNR reprezentand avans,,"CONTRACT; contract, date:0d, milestone:avans; company=SMALL; dominant=RED-PEN-B-I-B-50 (50%)"
accounting:BT.BIT 375,no,RED-PEN-B-I-B-50,,SMALL,2,2,RED-PEN-B-I-B-50,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,STORNO_REFERENCE,ron,cms689n1500wfrt35i9p3b463,BT.BIT 375,FORTECH SRL,2022-08-03,RON,8500.00,25123.62,storno,RED-PEN-B-I-B-50,RED-PEN-B-I-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-I-B-50,179,2022-04-04,121,217/24.03.2022,SERVICII CONFORM CONTRACT 217/24.03.2022 | 8.500 euro+TVA la cursul BNR reprezentand factura finala | SERVICII CONFORM CONTRACT 217/24.03.2022 | 8.500 euro+TVA la cursul BNR reprezentand factura finala | SERVICII CONFORM CONTRACT 217/24.03.,,Storno mapped to BT.BIT 337; contract=true; amount=false; gap=121d
accounting:BT.BIT 275,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689mcl00nmrt35j38iek89,BT.BIT 275,FUNDATIA ALEXANDRION,2021-06-22,RON,,6156.25,,,,,EMPTY,,,,,,SERVICII CONFORM CONTRACT 194/22.02.2021 | SERVICII CONFORM CONTRACT 194/22.02.2021,,Organization not found in tracker.
accounting:B.CYB 31,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms68crjc00e3pj38qz9i60xx,B.CYB 31,FUNDATIA UNIVERSITATEA DE VEST TIMISOARA,2026-06-30,RON,99.00,519.06,,,,,EMPTY,,,,,,Curs Heapvault 3 luni | 99 euro + tva la cursul BNR | Curs Heapvault 3 luni | 99 euro + tva la cursul BNR,,Organization not found in tracker.
accounting:BT.BIT 526,no,RED-NIS-C-PEN-100,,SMALL,1,2,RED-NIS-C-PEN-100,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,CONTRACT,ron,cms689nzt019srt35o9av1697,BT.BIT 526,G&D META FARM SRL,2023-08-31,RON,200.00,988.24,,RED-NIS-C-PEN-100,RED-NIS-C-PEN-<limit>,"{""limit"":""100""}",UNIQUE,RED-NIS-C-PEN-100 | RED-NIS-C-AUDIT-100,841,2023-08-31,0,27/20.04.2023,SERVICII CONFORM CNTRACT 27/20.04.2023 articolul 3.9.3. | 200 euro+TVA la cursul BNR | SERVICII CONFORM CNTRACT 27/20.04.2023 articolul 3.9.3. | 200 euro+TVA la cursul BNR,,"CONTRACT; contract, date:0d; company=SMALL; dominant=RED-NIS-C-PEN-100 (50%)"
accounting:BT.BIT 16,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689kl8001art3597feq1n0,BT.BIT 16,SC GEORANKER SRL,2017-11-20,EUR,750.00,3480.00,,,,,EMPTY,,,,,,SERVICII MENTENANTA IT | SERVICII MENTENANTA IT,,Organization not found in tracker.
accounting:BT.BIT 24,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689kno0021rt35mr9uq5p4,BT.BIT 24,SC GERALKA PROJECT AG SRL,2018-04-13,EUR,30600.00,142648.02,,,,,EMPTY,,,,,,Services under Contract No.113 of 08.02.2018 | Services under Contract No.113 of 08.02.2018,,Organization not found in tracker.
accounting:BT.BIT 36,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689kqm0031rt35pk3cq6k5,BT.BIT 36,SC GERALKA PROJECT AG SRL,2018-10-22,EUR,9500.00,44335.55,,,,,EMPTY,,,,,,Services under contract no.113 / 08.02.2018 | Appendix 2- penetration testing&code review services | Services under contract no.113 / 08.02.2018 | Appendix 2- penetration testing&code review services,,Organization not found in tracker.
accounting:BT.BIT1068,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,ron,cms689t8p033frt35brn98kxp,BT.BIT1068,GOLIN HARRIS PUBLIC RELATIONS SA,2026-05-04,RON,4000.00,20566.80,,,,,EMPTY,,,,,,"Servicii promovare CIO Council, | client Mastercard, conform contract nr. GHPR 236/30.04.2026( 4,000 Euro + TVA la cursul BNR) | Servicii promovare CIO Council, | client Mastercard, conform contract nr. GHPR 236/30.04.2026( 4,000 Euro + TVA",,Organization not found in tracker.
accounting:BT.BIT 872,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689q4t0242rt35brn1wsc2,BT.BIT 872,GRAFTEX PRODCOM SRL,2025-04-30,RON,1100.00,5475.14,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1366,2025-04-30,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,Servicii recurente de securitate informatica | conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025 (Aprilie 2025) ( 1.100 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica | conform Anexa 1 la Contr,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 893,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,REVIEW,HIGH,RECURRENT_DATE,ron,cms689q9e025trt35gfh0bsbe,BT.BIT 893,GRAFTEX PRODCOM SRL,2025-05-16,RON,1100.00,5613.52,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1367,2025-05-05,11,Contract cadru de prestari servicii nr. 334 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025 ( 1.100 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de presta,,"RECURRENT_DATE; date:11d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 917,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689qeu027xrt35u1wrx8xf,BT.BIT 917,GRAFTEX PRODCOM SRL,2025-06-16,RON,1100.00,5535.20,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1368,2025-06-16,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025 ( 1.100 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de presta,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 942,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,REVIEW,HIGH,RECURRENT_DATE,ron,cms689qkg02a0rt35h7nh40in,BT.BIT 942,GRAFTEX PRODCOM SRL,2025-07-02,RON,1100.00,5584.92,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1369,2025-07-10,8,Contract cadru de prestari servicii nr. 334 din 31.3.2025,Servicii recurente de securitate informatica conform | Servicii recurente de securitate informatica conform,,"RECURRENT_DATE; date:8d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 970,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689qri02ccrt35fobij9pw,BT.BIT 970,GRAFTEX PRODCOM SRL,2025-08-04,RON,1100.00,5584.70,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1370,2025-08-04,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025 (1.100 euro+TVA la cursul BNR ) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de presta,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 21,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689qxq02eort35g50r65s1,BT.R.BIT 21,GRAFTEX PRODCOM SRL,2025-09-02,RON,1100.00,5579.75,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1371,2025-09-05,3,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100 EUR+TVA la cursul BNR 5.0725 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pre",,"RECURRENT_DATE; date:3d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 48,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689rbs02kdrt35uqhwg1ic,BT.R.BIT 48,GRAFTEX PRODCOM SRL,2025-10-20,RON,1100.00,5597.79,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1372,2025-10-20,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100 EUR+TVA la cursul BNR 5.0889 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pre",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 75,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689r6c02i5rt35scbcpnkr,BT.R.BIT 75,GRAFTEX PRODCOM SRL,2025-11-26,RON,1100.00,5597.90,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1373,2025-11-26,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100 EUR+TVA la cursul BNR 5.089 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pres",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 102,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689rup02p2rt35eoepcslg,BT.R.BIT 102,GRAFTEX PRODCOM SRL,2025-12-23,RON,1100.00,5596.91,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1374,2025-12-23,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100 EUR+TVA la cursul BNR 5.0881 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pre",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 129,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689s0w02rart35y64m3h6d,BT.R.BIT 129,GRAFTEX PRODCOM SRL,2026-01-20,RON,1100.00,5601.31,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1375,2026-01-20,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100 EUR+TVA la cursul BNR 5.0921 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pre",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 157,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689sef02uxrt35kx11zds1,BT.R.BIT 157,GRAFTEX PRODCOM SRL,2026-02-13,RON,1100.00,5602.74,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1376,2026-02-13,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100 EUR+TVA la cursul BNR 5.0934 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pre",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 172,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689sni02xort354n9uj6nq,BT.R.BIT 172,GRAFTEX PRODCOM SRL,2026-03-20,RON,1100.00,5605.49,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1377,2026-03-20,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100.00 EUR+TVA la cursul BNR 5.0959 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de ",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 201,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689t30031rrt3501540xiz,BT.R.BIT 201,GRAFTEX PRODCOM SRL,2026-04-29,RON,1100.00,5603.07,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1378,2026-04-29,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100.00 EUR+TVA la cursul BNR 5.0937 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de ",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 230,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689tbk034brt35ocjfkjdb,BT.R.BIT 230,GRAFTEX PRODCOM SRL,2026-05-25,RON,1100.00,5773.68,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1379,2026-05-25,0,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100.00 EUR+TVA la cursul BNR 5.2488 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de ",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 288,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,REVIEW,HIGH,RECURRENT_DATE,ron,cms689tv0039rrt35wvjogfbh,BT.R.BIT 288,GRAFTEX PRODCOM SRL,2026-07-18,RON,1100.00,5767.19,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1381,2026-07-05,13,Contract cadru de prestari servicii nr. 334 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.2025, 1100.00 EUR+TVA la cursul BNR 5.2429 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de ",,"RECURRENT_DATE; date:13d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 187,no,RED-PEN-B-E-B-50,,RECURRENT,28,36,RED-PEN-B-E-B-30,0.944,0.846,STABLE,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms689lrx00fwrt35ebkpn06j,BT.BIT 187,HERTZA L.L.C.,2024-04-02,EUR,1500.00,7455.00,,RED-PEN-B-E-B-50,RED-PEN-B-E-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-E-B-50,1028,2024-04-02,0,No.288/01.04.2024,Service agreement 288/01.04.2024 | Advance 50% | Service agreement 288/01.04.2024 | Advance 50%,,"CONTRACT; contract, date:0d, trend-adjusted-amount:1.071:6.6%; company=RECURRENT; dominant=RED-PEN-B-E-B-30 (94%)"
accounting:BT.BIT 189,no,RED-PEN-B-E-B-50,,RECURRENT,28,36,RED-PEN-B-E-B-30,0.944,0.846,STABLE,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms689lsf00g2rt35y4gt9kav,BT.BIT 189,HERTZA L.L.C.,2024-04-23,EUR,1500.00,7463.70,,RED-PEN-B-E-B-50,RED-PEN-B-E-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-E-B-50 | RED-PEN-B-E-B-30,1028,2024-04-23,0,No.288/01.04.2024,Service agreement 288/01.04.2024 | Service agreement 288/01.04.2024,,"CONTRACT; contract, date:0d, trend-adjusted-amount:1.071:6.6%; company=RECURRENT; dominant=RED-PEN-B-E-B-30 (94%)"
